night,target,session,file,mjd_obs,x,y,snr,detected
2026-08-29,TRES-5,session_01,TRES-5260829083615.fits,61281.359,300.71,199.89,20.4,yes
2026-08-29,TRES-5,session_01,TRES-5260829083915.fits,61281.361,301.98,198.47,22.8,yes
2026-08-29,TRES-5,session_01,TRES-5260829084215.fits,61281.363,303.8,197.84,18.8,yes
2026-08-29,TRES-5,session_01,TRES-5260829084516.fits,61281.365,303.62,194.78,24.3,yes
2026-08-29,TRES-5,session_01,TRES-5260829084815.fits,61281.367,305.93,200.18,21.4,yes
2026-08-29,TRES-5,session_01,TRES-5260829085115.fits,61281.369,309.81,198.84,28.2,yes
2026-08-29,TRES-5,session_01,TRES-5260829085415.fits,61281.371,309.64,201.93,25.8,yes
2026-08-29,TRES-5,session_01,TRES-5260829085715.fits,61281.373,308.71,199.78,25.3,yes
2026-08-29,TRES-5,session_01,TRES-5260829090015.fits,61281.375,310.14,206.58,25.0,yes
2026-08-29,TRES-5,session_01,TRES-5260829090315.fits,61281.377,312.87,203.8,22.7,yes
2026-08-29,TRES-5,session_01,TRES-5260829090617.fits,61281.379,313.67,201.88,20.2,yes
2026-08-29,TRES-5,session_01,TRES-5260829090915.fits,61281.381,314.75,201.58,28.2,yes
2026-08-29,TRES-5,session_01,TRES-5260829091216.fits,61281.384,314.69,197.88,21.9,yes
2026-08-29,TRES-5,session_01,TRES-5260829091516.fits,61281.386,318.8,204.99,35.1,yes
2026-08-29,TRES-5,session_01,TRES-5260829091817.fits,61281.388,319.73,206.03,24.3,yes
2026-08-29,TRES-5,session_01,TRES-5260829092115.fits,61281.39,320.36,205.82,23.9,yes
2026-08-29,TRES-5,session_01,TRES-5260829092415.fits,61281.392,321.56,206.93,24.3,yes
2026-08-29,TRES-5,session_01,TRES-5260829092716.fits,61281.394,323.76,205.44,25.2,yes
2026-08-29,TRES-5,session_01,TRES-5260829093015.fits,61281.396,324.92,202.8,22.0,yes
