folder,name,ra_deg,dec_deg
TRES-1,TrES-1,286.04104817344006,36.632624077859994
TRES-3,TrES-3,268.02924344157003,37.5461770494
TRES-5,TrES-5,305.22186743939994,59.448770910360004
Qatar-1,Qatar-1,303.38173864446,65.16208117411
CoRoT-2,CoRoT-2,291.77706015750994,1.38371108263
WASP-2,WASP-2,307.72553431471,6.429539245789999
WASP-10,WASP-10,348.99291924226,31.462860015629996
HATP-10,HAT-P-10,47.3689306623,30.67357305371
