folder,ra_deg,dec_deg,gmag
TRES-5,306.14911782306416,59.504012426889005,11.494576454162598
TRES-5,304.3064710838146,59.681514061926414,11.51782512664795
TRES-5,305.7496847538153,59.02214106958561,11.5204496383667
TRES-5,305.6891863255176,59.12765617477137,11.536301612854004
TRES-5,305.64513829457763,59.26108714402788,11.53840160369873
TRES-5,305.6571428502408,59.67102818165557,11.565972328186035
TRES-5,305.1168833571175,59.68520749924816,11.571276664733887
TRES-5,305.3107431536256,58.98688694854839,11.611978530883789
TRES-5,304.70180839513415,59.65895222362693,11.659355163574219
TRES-5,304.20265181895695,59.32526149217108,11.66925048828125
TRES-5,305.63633521070375,59.199034333361254,11.672652244567871
TRES-5,306.21257535442464,59.49306973781541,11.673154830932617
TRES-5,305.3502138237015,59.62164216630882,11.704888343811035
TRES-5,305.5050159480312,59.473601470038304,11.750256538391113
TRES-5,305.29722150238956,58.975030291786084,11.753453254699707
TRES-5,305.39399564848776,59.569601212071554,11.795133590698242
TRES-5,305.1542973068956,59.47325166469207,11.807601928710938
TRES-5,305.5550107293879,59.64023847869984,11.823746681213379
Qatar-1,303.5439252170889,64.7654354512966,7.036865234375
Qatar-1,303.8777338769917,64.80999819943736,8.45535659790039
Qatar-1,303.18409051560184,64.88069264148929,8.693988800048828
Qatar-1,303.0065099411798,65.60929460507623,8.903968811035156
Qatar-1,302.88157510050445,65.0478204446238,9.422698974609375
Qatar-1,302.89730407359326,64.88592530070132,9.523038864135742
Qatar-1,304.6206007465598,65.04060957336978,9.862519264221191
Qatar-1,304.4371926975123,65.01189498059787,9.944674491882324
Qatar-1,302.6325603810151,64.84067541959648,10.120348930358887
Qatar-1,303.3070353101978,65.68266676262984,10.153341293334961
Qatar-1,304.36568932337855,64.87533223465458,10.343079566955566
Qatar-1,302.92796957109704,65.27299145928072,10.399821281433105
Qatar-1,304.16361051547824,64.84857256238712,10.521644592285156
Qatar-1,302.49808607790624,65.00016365136385,10.613944053649902
Qatar-1,302.7351375794654,65.39384933256798,10.630942344665527
Qatar-1,302.46855773807494,65.52761234832775,10.65058422088623
Qatar-1,303.04137693034113,65.46138045394794,10.655311584472656
Qatar-1,302.14942736963474,65.34776143091908,10.697373390197754
Qatar-1,304.53662034661835,65.20113663813429,10.790602684020996
Qatar-1,302.7184026914528,65.54945315320985,10.841690063476562
Qatar-1,303.61981430685364,65.12912678151815,10.88245677947998
Qatar-1,303.56163780974305,64.74241054091476,10.883650779724121
Qatar-1,304.54461215119005,65.15263460022187,10.913713455200195
Qatar-1,303.44971327522256,64.75697432151787,10.914850234985352
Qatar-1,303.2172203174103,65.24352944619986,10.917946815490723
Qatar-1,302.48579104818265,65.52930491911623,10.933961868286133
Qatar-1,302.99181410854175,65.04840594828163,10.950421333312988
Qatar-1,302.32248466139504,65.26591945855685,11.005045890808105
Qatar-1,303.40885706615114,65.43945604850826,11.017792701721191
Qatar-1,303.5173466308,64.91540005367465,11.030008316040039
Qatar-1,304.3017368385914,65.0206884521482,11.062886238098145
Qatar-1,303.4986500996468,64.79706123360663,11.178317070007324
Qatar-1,303.2823135086978,65.53450930901312,11.225101470947266
Qatar-1,304.519827142147,65.18811499946759,11.251490592956543
Qatar-1,303.4618167434624,65.38451028937392,11.266511917114258
Qatar-1,303.34089969617526,64.923485026827,11.274267196655273
Qatar-1,303.487822280763,65.25223877167963,11.309239387512207
Qatar-1,303.7129320068502,65.26599860334105,11.327888488769531
Qatar-1,304.26664040965306,65.1538529579667,11.329442977905273
Qatar-1,302.8986591837187,64.90353820990613,11.373899459838867
Qatar-1,303.54067822039536,65.21521919236561,11.384127616882324
Qatar-1,303.2173690273574,65.05391005457197,11.399571418762207
Qatar-1,303.56718005680375,64.65102282227656,11.401050567626953
Qatar-1,303.7424025514517,64.79465929723753,11.401395797729492
Qatar-1,303.0319408107813,65.34942710657492,11.412534713745117
Qatar-1,303.9481373324057,64.90270038199421,11.436843872070312
Qatar-1,303.2607863004082,65.54037769639446,11.466156005859375
Qatar-1,304.44814151879706,65.20561133942275,11.469620704650879
Qatar-1,303.83997046644424,65.02197059582275,11.506691932678223
