target,night,file,mjd_obs,ut_time,rel_flux_global,noisy_night
TRES-3,2026-08-27,TRES-3260827081515.fits,61279.344,08:15:21,1.0,no
TRES-3,2026-08-27,TRES-3260827082415.fits,61279.35,08:24:00,1.0075,no
TRES-3,2026-08-27,TRES-3260827083616.fits,61279.359,08:36:57,1.045,no
TRES-3,2026-08-27,TRES-3260827083915.fits,61279.361,08:39:50,0.9397,no
TRES-3,2026-08-27,TRES-3260827084215.fits,61279.363,08:42:43,0.9665,no
