file,mjd_obs,ut_time,x,y,weather,target_flux,ensemble_flux,rel_flux,check_flux,status,used,comp2_flux,comp3_flux,comp4_flux
TRES-3260827081515.fits,61279.344,08:15:21,302.29,197.16,100,1476.7,113403.1,0.9608,1.01,ok,yes,44281.7,39343.5,29777.9
TRES-3260827081815.fits,61279.346,08:18:14,303.04,194.68,100,1534.3,106542.9,1.0738,0.9912,outlier,no,40863.4,35699.2,29980.2
TRES-3260827082415.fits,61279.35,08:24:00,306.05,198.58,100,1481.0,112890.9,0.9848,0.9989,ok,yes,43888.9,39359.0,29643.1
TRES-3260827082716.fits,61279.352,08:26:52,308.12,195.19,100,1571.5,,,,no_flux,no,,36390.2,29188.8
TRES-3260827083315.fits,61279.356,08:32:38,309.14,200.97,100,1464.2,,,,no_flux,no,41820.8,35575.0,
TRES-3260827083616.fits,61279.359,08:36:57,313.98,204.61,100,1467.7,107858.9,1.0516,1.0011,ok,yes,42509.4,37443.5,27906.0
TRES-3260827083915.fits,61279.361,08:39:50,317.15,200.21,100,1267.0,103538.5,0.975,0.9936,ok,yes,40147.6,35981.1,27409.8
TRES-3260827084215.fits,61279.363,08:42:43,317.42,196.38,100,1312.1,104252.0,1.0152,1.0073,ok,yes,40372.9,36655.1,27224.0
