file_name,relative_path,target_name,date_obs,obs_date,exposure,filter
WASP-2260811084215.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811084215.fits,WASP-2,2026-08-11T01:42:15.739-0700,2026-08-11,,Clear
WASP-2260811084515.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811084515.fits,WASP-2,2026-08-11T01:45:15.278-0700,2026-08-11,,Clear
WASP-2260811084815.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811084815.fits,WASP-2,2026-08-11T01:48:15.366-0700,2026-08-11,,Clear
WASP-2260811085115.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811085115.fits,WASP-2,2026-08-11T01:51:15.672-0700,2026-08-11,,Clear
WASP-2260811085416.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811085416.fits,WASP-2,2026-08-11T01:54:16.076-0700,2026-08-11,,Clear
WASP-2260811085716.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811085716.fits,WASP-2,2026-08-11T01:57:16.703-0700,2026-08-11,,Clear
WASP-2260811090015.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811090015.fits,WASP-2,2026-08-11T02:00:15.518-0700,2026-08-11,,Clear
WASP-2260811090317.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811090317.fits,WASP-2,2026-08-11T02:03:17.092-0700,2026-08-11,,Clear
WASP-2260811090618.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811090618.fits,WASP-2,2026-08-11T02:06:18.609-0700,2026-08-11,,Clear
WASP-2260811090916.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811090916.fits,WASP-2,2026-08-11T02:09:16.321-0700,2026-08-11,,Clear
WASP-2260811091215.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811091215.fits,WASP-2,2026-08-11T02:12:15.887-0700,2026-08-11,,Clear
WASP-2260811091516.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811091516.fits,WASP-2,2026-08-11T02:15:16.368-0700,2026-08-11,,Clear
WASP-2260811091816.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811091816.fits,WASP-2,2026-08-11T02:18:16.023-0700,2026-08-11,,Clear
WASP-2260811092117.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811092117.fits,WASP-2,2026-08-11T02:21:17.089-0700,2026-08-11,,Clear
WASP-2260811092416.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811092416.fits,WASP-2,2026-08-11T02:24:16.730-0700,2026-08-11,,Clear
WASP-2260811092716.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811092716.fits,WASP-2,2026-08-11T02:27:16.810-0700,2026-08-11,,Clear
WASP-2260811093015.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811093015.fits,WASP-2,2026-08-11T02:30:15.755-0700,2026-08-11,,Clear
WASP-2260811093315.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811093315.fits,WASP-2,2026-08-11T02:33:15.801-0700,2026-08-11,,Clear
WASP-2260811093617.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811093617.fits,WASP-2,2026-08-11T02:36:17.555-0700,2026-08-11,,Clear
WASP-2260811093916.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811093916.fits,WASP-2,2026-08-11T02:39:16.381-0700,2026-08-11,,Clear
WASP-2260811094217.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811094217.fits,WASP-2,2026-08-11T02:42:17.138-0700,2026-08-11,,Clear
WASP-2260811094515.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811094515.fits,WASP-2,2026-08-11T02:45:15.879-0700,2026-08-11,,Clear
WASP-2260811094815.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811094815.fits,WASP-2,2026-08-11T02:48:15.329-0700,2026-08-11,,Clear
WASP-2260811095117.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811095117.fits,WASP-2,2026-08-11T02:51:17.176-0700,2026-08-11,,Clear
WASP-2260811095415.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811095415.fits,WASP-2,2026-08-11T02:54:15.343-0700,2026-08-11,,Clear
WASP-2260811095716.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811095716.fits,WASP-2,2026-08-11T02:57:16.363-0700,2026-08-11,,Clear
WASP-2260811100016.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811100016.fits,WASP-2,2026-08-11T03:00:16.056-0700,2026-08-11,,Clear
WASP-2260811100316.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811100316.fits,WASP-2,2026-08-11T03:03:16.708-0700,2026-08-11,,Clear
WASP-2260811100616.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811100616.fits,WASP-2,2026-08-11T03:06:16.302-0700,2026-08-11,,Clear
WASP-2260811100916.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811100916.fits,WASP-2,2026-08-11T03:09:16.808-0700,2026-08-11,,Clear
WASP-2260811101216.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811101216.fits,WASP-2,2026-08-11T03:12:16.502-0700,2026-08-11,,Clear
WASP-2260811101516.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811101516.fits,WASP-2,2026-08-11T03:15:16.112-0700,2026-08-11,,Clear
WASP-2260811101815.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811101815.fits,WASP-2,2026-08-11T03:18:15.688-0700,2026-08-11,,Clear
WASP-2260811102117.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811102117.fits,WASP-2,2026-08-11T03:21:17.382-0700,2026-08-11,,Clear
WASP-2260811102416.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811102416.fits,WASP-2,2026-08-11T03:24:16.399-0700,2026-08-11,,Clear
WASP-2260811102716.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811102716.fits,WASP-2,2026-08-11T03:27:16.899-0700,2026-08-11,,Clear
WASP-2260811103015.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811103015.fits,WASP-2,2026-08-11T03:30:15.556-0700,2026-08-11,,Clear
WASP-2260811103315.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811103315.fits,WASP-2,2026-08-11T03:33:15.943-0700,2026-08-11,,Clear
WASP-2260811103617.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811103617.fits,WASP-2,2026-08-11T03:36:17.149-0700,2026-08-11,,Clear
WASP-2260811103915.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811103915.fits,WASP-2,2026-08-11T03:39:15.819-0700,2026-08-11,,Clear
WASP-2260811104216.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811104216.fits,WASP-2,2026-08-11T03:42:16.675-0700,2026-08-11,,Clear
WASP-2260811104516.fits,observations\2026-08-11\WASP-2\session_01\WASP-2260811104516.fits,WASP-2,2026-08-11T03:45:16.331-0700,2026-08-11,,Clear
TRES-3260814040928.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814040928.fits,TRES-3,2026-08-13T21:09:28.759-0700,2026-08-13,,Clear
TRES-3260814041319.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814041319.fits,TRES-3,2026-08-13T21:13:19.572-0700,2026-08-13,,Clear
TRES-3260814041712.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814041712.fits,TRES-3,2026-08-13T21:17:12.331-0700,2026-08-13,,Clear
TRES-3260814041858.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814041858.fits,TRES-3,2026-08-13T21:18:58.704-0700,2026-08-13,,Clear
TRES-3260814042116.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814042116.fits,TRES-3,2026-08-13T21:21:16.578-0700,2026-08-13,,Clear
TRES-3260814042416.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814042416.fits,TRES-3,2026-08-13T21:24:16.888-0700,2026-08-13,,Clear
TRES-3260814042716.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814042716.fits,TRES-3,2026-08-13T21:27:16.306-0700,2026-08-13,,Clear
TRES-3260814043015.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814043015.fits,TRES-3,2026-08-13T21:30:15.613-0700,2026-08-13,,Clear
TRES-3260814043317.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814043317.fits,TRES-3,2026-08-13T21:33:17.109-0700,2026-08-13,,Clear
TRES-3260814043615.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814043615.fits,TRES-3,2026-08-13T21:36:15.871-0700,2026-08-13,,Clear
TRES-3260814043917.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814043917.fits,TRES-3,2026-08-13T21:39:17.187-0700,2026-08-13,,Clear
TRES-3260814044216.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814044216.fits,TRES-3,2026-08-13T21:42:16.238-0700,2026-08-13,,Clear
TRES-3260814044517.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814044517.fits,TRES-3,2026-08-13T21:45:17.169-0700,2026-08-13,,Clear
TRES-3260814044816.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814044816.fits,TRES-3,2026-08-13T21:48:16.416-0700,2026-08-13,,Clear
TRES-3260814045116.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814045116.fits,TRES-3,2026-08-13T21:51:16.376-0700,2026-08-13,,Clear
TRES-3260814045417.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814045417.fits,TRES-3,2026-08-13T21:54:17.330-0700,2026-08-13,,Clear
TRES-3260814045716.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814045716.fits,TRES-3,2026-08-13T21:57:16.238-0700,2026-08-13,,Clear
TRES-3260814050017.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814050017.fits,TRES-3,2026-08-13T22:00:17.184-0700,2026-08-13,,Clear
TRES-3260814050315.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814050315.fits,TRES-3,2026-08-13T22:03:15.807-0700,2026-08-13,,Clear
TRES-3260814050616.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814050616.fits,TRES-3,2026-08-13T22:06:16.081-0700,2026-08-13,,Clear
TRES-3260814050916.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814050916.fits,TRES-3,2026-08-13T22:09:16.965-0700,2026-08-13,,Clear
TRES-3260814051216.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814051216.fits,TRES-3,2026-08-13T22:12:16.911-0700,2026-08-13,,Clear
TRES-3260814051517.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814051517.fits,TRES-3,2026-08-13T22:15:17.111-0700,2026-08-13,,Clear
TRES-3260814051817.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814051817.fits,TRES-3,2026-08-13T22:18:17.561-0700,2026-08-13,,Clear
TRES-3260814052116.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814052116.fits,TRES-3,2026-08-13T22:21:16.561-0700,2026-08-13,,Clear
TRES-3260814052416.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814052416.fits,TRES-3,2026-08-13T22:24:16.775-0700,2026-08-13,,Clear
TRES-3260814052717.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814052717.fits,TRES-3,2026-08-13T22:27:17.124-0700,2026-08-13,,Clear
TRES-3260814053017.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814053017.fits,TRES-3,2026-08-13T22:30:17.926-0700,2026-08-13,,Clear
TRES-3260814053317.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814053317.fits,TRES-3,2026-08-13T22:33:17.183-0700,2026-08-13,,Clear
TRES-3260814053616.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814053616.fits,TRES-3,2026-08-13T22:36:16.217-0700,2026-08-13,,Clear
TRES-3260814053916.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814053916.fits,TRES-3,2026-08-13T22:39:16.231-0700,2026-08-13,,Clear
TRES-3260814054217.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814054217.fits,TRES-3,2026-08-13T22:42:17.171-0700,2026-08-13,,Clear
TRES-3260814054517.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814054517.fits,TRES-3,2026-08-13T22:45:17.181-0700,2026-08-13,,Clear
TRES-3260814054816.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814054816.fits,TRES-3,2026-08-13T22:48:16.195-0700,2026-08-13,,Clear
TRES-3260814055117.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814055117.fits,TRES-3,2026-08-13T22:51:17.030-0700,2026-08-13,,Clear
TRES-3260814055417.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814055417.fits,TRES-3,2026-08-13T22:54:17.031-0700,2026-08-13,,Clear
TRES-3260814055716.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814055716.fits,TRES-3,2026-08-13T22:57:16.324-0700,2026-08-13,,Clear
TRES-3260814060017.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814060017.fits,TRES-3,2026-08-13T23:00:17.420-0700,2026-08-13,,Clear
TRES-3260814060316.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814060316.fits,TRES-3,2026-08-13T23:03:16.846-0700,2026-08-13,,Clear
TRES-3260814060616.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814060616.fits,TRES-3,2026-08-13T23:06:16.900-0700,2026-08-13,,Clear
TRES-3260814060916.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814060916.fits,TRES-3,2026-08-13T23:09:16.187-0700,2026-08-13,,Clear
TRES-3260814061216.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814061216.fits,TRES-3,2026-08-13T23:12:16.648-0700,2026-08-13,,Clear
TRES-3260814061516.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814061516.fits,TRES-3,2026-08-13T23:15:16.468-0700,2026-08-13,,Clear
TRES-3260814061816.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814061816.fits,TRES-3,2026-08-13T23:18:16.449-0700,2026-08-13,,Clear
TRES-3260814062116.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814062116.fits,TRES-3,2026-08-13T23:21:16.337-0700,2026-08-13,,Clear
TRES-3260814062416.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814062416.fits,TRES-3,2026-08-13T23:24:16.721-0700,2026-08-13,,Clear
TRES-3260814062715.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814062715.fits,TRES-3,2026-08-13T23:27:15.648-0700,2026-08-13,,Clear
TRES-3260814063016.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814063016.fits,TRES-3,2026-08-13T23:30:16.591-0700,2026-08-13,,Clear
TRES-3260814063316.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814063316.fits,TRES-3,2026-08-13T23:33:16.557-0700,2026-08-13,,Clear
TRES-3260814063616.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814063616.fits,TRES-3,2026-08-13T23:36:16.678-0700,2026-08-13,,Clear
TRES-3260814063916.fits,observations\2026-08-14\TRES-3\session_01\TRES-3260814063916.fits,TRES-3,2026-08-13T23:39:16.613-0700,2026-08-13,,Clear
CoRoT-2260816044002.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816044002.fits,CoRoT-2,2026-08-15T21:40:02.011-0700,2026-08-15,,Clear
CoRoT-2260816044215.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816044215.fits,CoRoT-2,2026-08-15T21:42:15.468-0700,2026-08-15,,Clear
CoRoT-2260816044515.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816044515.fits,CoRoT-2,2026-08-15T21:45:15.775-0700,2026-08-15,,Clear
CoRoT-2260816044815.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816044815.fits,CoRoT-2,2026-08-15T21:48:15.283-0700,2026-08-15,,Clear
CoRoT-2260816045115.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816045115.fits,CoRoT-2,2026-08-15T21:51:15.688-0700,2026-08-15,,Clear
CoRoT-2260816045416.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816045416.fits,CoRoT-2,2026-08-15T21:54:16.108-0700,2026-08-15,,Clear
CoRoT-2260816045716.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816045716.fits,CoRoT-2,2026-08-15T21:57:16.545-0700,2026-08-15,,Clear
CoRoT-2260816050015.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816050015.fits,CoRoT-2,2026-08-15T22:00:15.986-0700,2026-08-15,,Clear
CoRoT-2260816050315.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816050315.fits,CoRoT-2,2026-08-15T22:03:15.395-0700,2026-08-15,,Clear
CoRoT-2260816050615.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816050615.fits,CoRoT-2,2026-08-15T22:06:15.900-0700,2026-08-15,,Clear
CoRoT-2260816050915.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816050915.fits,CoRoT-2,2026-08-15T22:09:15.402-0700,2026-08-15,,Clear
CoRoT-2260816051215.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816051215.fits,CoRoT-2,2026-08-15T22:12:15.864-0700,2026-08-15,,Clear
CoRoT-2260816051515.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816051515.fits,CoRoT-2,2026-08-15T22:15:15.254-0700,2026-08-15,,Clear
CoRoT-2260816051815.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816051815.fits,CoRoT-2,2026-08-15T22:18:15.812-0700,2026-08-15,,Clear
CoRoT-2260816052115.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816052115.fits,CoRoT-2,2026-08-15T22:21:15.229-0700,2026-08-15,,Clear
CoRoT-2260816052415.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816052415.fits,CoRoT-2,2026-08-15T22:24:15.686-0700,2026-08-15,,Clear
CoRoT-2260816053015.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816053015.fits,CoRoT-2,2026-08-15T22:30:15.673-0700,2026-08-15,,Clear
CoRoT-2260816053316.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816053316.fits,CoRoT-2,2026-08-15T22:33:16.090-0700,2026-08-15,,Clear
CoRoT-2260816053616.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816053616.fits,CoRoT-2,2026-08-15T22:36:16.577-0700,2026-08-15,,Clear
CoRoT-2260816053916.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816053916.fits,CoRoT-2,2026-08-15T22:39:16.083-0700,2026-08-15,,Clear
CoRoT-2260816054215.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816054215.fits,CoRoT-2,2026-08-15T22:42:15.501-0700,2026-08-15,,Clear
CoRoT-2260816054515.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816054515.fits,CoRoT-2,2026-08-15T22:45:15.974-0700,2026-08-15,,Clear
CoRoT-2260816054815.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816054815.fits,CoRoT-2,2026-08-15T22:48:15.419-0700,2026-08-15,,Clear
CoRoT-2260816055115.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816055115.fits,CoRoT-2,2026-08-15T22:51:15.915-0700,2026-08-15,,Clear
CoRoT-2260816055415.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816055415.fits,CoRoT-2,2026-08-15T22:54:15.383-0700,2026-08-15,,Clear
CoRoT-2260816055715.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816055715.fits,CoRoT-2,2026-08-15T22:57:15.987-0700,2026-08-15,,Clear
CoRoT-2260816060015.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816060015.fits,CoRoT-2,2026-08-15T23:00:15.422-0700,2026-08-15,,Clear
CoRoT-2260816060315.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816060315.fits,CoRoT-2,2026-08-15T23:03:15.815-0700,2026-08-15,,Clear
CoRoT-2260816060616.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816060616.fits,CoRoT-2,2026-08-15T23:06:16.120-0700,2026-08-15,,Clear
CoRoT-2260816060915.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816060915.fits,CoRoT-2,2026-08-15T23:09:15.524-0700,2026-08-15,,Clear
CoRoT-2260816061215.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816061215.fits,CoRoT-2,2026-08-15T23:12:15.893-0700,2026-08-15,,Clear
CoRoT-2260816061515.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816061515.fits,CoRoT-2,2026-08-15T23:15:15.326-0700,2026-08-15,,Clear
CoRoT-2260816061815.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816061815.fits,CoRoT-2,2026-08-15T23:18:15.764-0700,2026-08-15,,Clear
CoRoT-2260816062116.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816062116.fits,CoRoT-2,2026-08-15T23:21:16.107-0700,2026-08-15,,Clear
CoRoT-2260816062415.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816062415.fits,CoRoT-2,2026-08-15T23:24:15.532-0700,2026-08-15,,Clear
CoRoT-2260816062715.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816062715.fits,CoRoT-2,2026-08-15T23:27:15.956-0700,2026-08-15,,Clear
CoRoT-2260816063015.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816063015.fits,CoRoT-2,2026-08-15T23:30:15.330-0700,2026-08-15,,Clear
CoRoT-2260816063315.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816063315.fits,CoRoT-2,2026-08-15T23:33:15.659-0700,2026-08-15,,Clear
CoRoT-2260816063616.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816063616.fits,CoRoT-2,2026-08-15T23:36:16.066-0700,2026-08-15,,Clear
CoRoT-2260816063915.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816063915.fits,CoRoT-2,2026-08-15T23:39:15.623-0700,2026-08-15,,Clear
CoRoT-2260816064216.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816064216.fits,CoRoT-2,2026-08-15T23:42:16.067-0700,2026-08-15,,Clear
CoRoT-2260816064515.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816064515.fits,CoRoT-2,2026-08-15T23:45:15.449-0700,2026-08-15,,Clear
CoRoT-2260816064815.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816064815.fits,CoRoT-2,2026-08-15T23:48:15.770-0700,2026-08-15,,Clear
CoRoT-2260816065115.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816065115.fits,CoRoT-2,2026-08-15T23:51:15.163-0700,2026-08-15,,Clear
CoRoT-2260816065415.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816065415.fits,CoRoT-2,2026-08-15T23:54:15.511-0700,2026-08-15,,Clear
CoRoT-2260816065716.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816065716.fits,CoRoT-2,2026-08-15T23:57:16.031-0700,2026-08-15,,Clear
CoRoT-2260816070015.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816070015.fits,CoRoT-2,2026-08-16T00:00:15.371-0700,2026-08-16,,Clear
CoRoT-2260816070315.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816070315.fits,CoRoT-2,2026-08-16T00:03:15.757-0700,2026-08-16,,Clear
CoRoT-2260816070615.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816070615.fits,CoRoT-2,2026-08-16T00:06:15.150-0700,2026-08-16,,Clear
CoRoT-2260816070916.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816070916.fits,CoRoT-2,2026-08-16T00:09:16.628-0700,2026-08-16,,Clear
CoRoT-2260816071216.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816071216.fits,CoRoT-2,2026-08-16T00:12:16.056-0700,2026-08-16,,Clear
CoRoT-2260816071515.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816071515.fits,CoRoT-2,2026-08-16T00:15:15.401-0700,2026-08-16,,Clear
CoRoT-2260816071815.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816071815.fits,CoRoT-2,2026-08-16T00:18:15.816-0700,2026-08-16,,Clear
CoRoT-2260816072115.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816072115.fits,CoRoT-2,2026-08-16T00:21:15.147-0700,2026-08-16,,Clear
CoRoT-2260816072416.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816072416.fits,CoRoT-2,2026-08-16T00:24:16.605-0700,2026-08-16,,Clear
CoRoT-2260816072715.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816072715.fits,CoRoT-2,2026-08-16T00:27:15.282-0700,2026-08-16,,Clear
CoRoT-2260816073015.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816073015.fits,CoRoT-2,2026-08-16T00:30:15.826-0700,2026-08-16,,Clear
CoRoT-2260816073316.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816073316.fits,CoRoT-2,2026-08-16T00:33:16.349-0700,2026-08-16,,Clear
CoRoT-2260816073615.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816073615.fits,CoRoT-2,2026-08-16T00:36:15.829-0700,2026-08-16,,Clear
CoRoT-2260816073915.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816073915.fits,CoRoT-2,2026-08-16T00:39:15.257-0700,2026-08-16,,Clear
CoRoT-2260816074215.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816074215.fits,CoRoT-2,2026-08-16T00:42:15.656-0700,2026-08-16,,Clear
CoRoT-2260816074516.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816074516.fits,CoRoT-2,2026-08-16T00:45:16.046-0700,2026-08-16,,Clear
CoRoT-2260816074816.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816074816.fits,CoRoT-2,2026-08-16T00:48:16.542-0700,2026-08-16,,Clear
CoRoT-2260816075115.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816075115.fits,CoRoT-2,2026-08-16T00:51:15.944-0700,2026-08-16,,Clear
CoRoT-2260816075415.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816075415.fits,CoRoT-2,2026-08-16T00:54:15.477-0700,2026-08-16,,Clear
CoRoT-2260816075715.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816075715.fits,CoRoT-2,2026-08-16T00:57:15.914-0700,2026-08-16,,Clear
CoRoT-2260816080015.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816080015.fits,CoRoT-2,2026-08-16T01:00:15.413-0700,2026-08-16,,Clear
CoRoT-2260816080316.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816080316.fits,CoRoT-2,2026-08-16T01:03:16.824-0700,2026-08-16,,Clear
CoRoT-2260816080615.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816080615.fits,CoRoT-2,2026-08-16T01:06:15.168-0700,2026-08-16,,Clear
CoRoT-2260816080915.fits,observations\2026-08-16\CoRoT-2\session_01\CoRoT-2260816080915.fits,CoRoT-2,2026-08-16T01:09:15.561-0700,2026-08-16,,Clear
