night,target,session,file,mjd_obs,x,y,snr,detected
2026-09-01,TRES-5,session_01,TRES-5260901075415.fits,61284.329,292.22,211.74,77.6,yes
2026-09-01,TRES-5,session_01,TRES-5260901075715.fits,61284.331,294.46,211.77,67.4,yes
2026-09-01,TRES-5,session_01,TRES-5260901080015.fits,61284.334,292.61,211.71,85.4,yes
2026-09-01,TRES-5,session_01,TRES-5260901080315.fits,61284.336,296.8,219.78,44.1,yes
2026-09-01,TRES-5,session_01,TRES-5260901080616.fits,61284.338,296.44,217.93,37.4,yes
2026-09-01,TRES-5,session_01,TRES-5260901080916.fits,61284.34,298.4,216.97,80.9,yes
2026-09-01,TRES-5,session_01,TRES-5260901081215.fits,61284.342,297.64,216.61,50.6,yes
2026-09-01,TRES-5,session_01,TRES-5260901081515.fits,61284.344,299.96,217.5,76.0,yes
2026-09-01,TRES-5,session_01,TRES-5260901081815.fits,61284.346,301.44,214.52,71.3,yes
2026-09-01,TRES-5,session_01,TRES-5260901082116.fits,61284.348,302.56,219.84,64.1,yes
2026-09-01,TRES-5,session_01,TRES-5260901082415.fits,61284.35,302.49,218.77,78.9,yes
2026-09-01,TRES-5,session_01,TRES-5260901082715.fits,61284.352,304.59,217.49,66.4,yes
2026-09-01,TRES-5,session_01,TRES-5260901083015.fits,61284.354,306.74,216.57,68.1,yes
2026-09-01,TRES-5,session_01,TRES-5260901083315.fits,61284.356,308.33,215.76,85.9,yes
2026-09-01,TRES-5,session_01,TRES-5260901083616.fits,61284.359,307.68,221.65,41.0,yes
2026-09-01,TRES-5,session_01,TRES-5260901083915.fits,61284.361,308.57,220.54,48.1,yes
2026-09-04,TRES-5,session_01,TRES-5260904041043.fits,61287.174,267.43,272.19,101.8,yes
2026-09-04,TRES-5,session_01,TRES-5260904041229.fits,61287.175,265.06,212.3,88.4,yes
2026-09-04,TRES-5,session_01,TRES-5260904041515.fits,61287.177,262.37,215.45,60.7,yes
2026-09-04,TRES-5,session_01,TRES-5260904041817.fits,61287.179,260.03,216.35,78.9,yes
2026-09-04,TRES-5,session_01,TRES-5260904042115.fits,61287.181,260.02,219.17,89.7,yes
2026-09-04,TRES-5,session_01,TRES-5260904042415.fits,61287.184,254.58,214.17,68.1,yes
2026-09-04,TRES-5,session_01,TRES-5260904042715.fits,61287.186,256.36,216.19,63.4,yes
2026-09-04,TRES-5,session_01,TRES-5260904043015.fits,61287.188,256.29,215.03,66.8,yes
2026-09-04,TRES-5,session_01,TRES-5260904043316.fits,61287.19,255.0,208.59,69.5,yes
2026-09-04,TRES-5,session_01,TRES-5260904043615.fits,61287.192,254.26,214.16,87.7,yes
2026-09-04,TRES-5,session_01,TRES-5260904043915.fits,61287.194,256.48,213.3,68.1,yes
2026-09-04,TRES-5,session_01,TRES-5260904044215.fits,61287.196,256.33,212.22,66.1,yes
2026-09-04,TRES-5,session_01,TRES-5260904044516.fits,61287.198,252.68,210.69,76.9,yes
2026-09-04,TRES-5,session_01,TRES-5260904044816.fits,61287.2,251.6,211.82,68.1,yes
2026-09-04,TRES-5,session_01,TRES-5260904045115.fits,61287.202,255.54,211.06,80.9,yes
2026-09-04,TRES-5,session_01,TRES-5260904045415.fits,61287.204,256.56,211.63,68.1,yes
2026-09-04,TRES-5,session_01,TRES-5260904045717.fits,61287.206,256.03,210.85,72.2,yes
2026-09-04,TRES-5,session_01,TRES-5260904050015.fits,61287.209,259.22,206.23,75.5,yes
2026-09-04,TRES-5,session_01,TRES-5260904050315.fits,61287.211,257.66,205.51,68.1,yes
2026-09-04,TRES-5,session_01,TRES-5260904050616.fits,61287.213,256.42,206.61,80.9,yes
2026-09-04,TRES-5,session_01,TRES-5260904050915.fits,61287.215,256.67,208.23,89.7,yes
2026-09-04,TRES-5,session_01,TRES-5260904051216.fits,61287.217,257.63,206.88,87.0,yes
2026-09-04,TRES-5,session_01,TRES-5260904051516.fits,61287.219,261.35,207.94,75.5,yes
2026-09-04,TRES-5,session_01,TRES-5260904051816.fits,61287.221,259.61,206.81,67.4,yes
2026-09-04,TRES-5,session_01,TRES-5260904052115.fits,61287.223,257.99,206.69,79.6,yes
2026-09-04,TRES-5,session_01,TRES-5260904052415.fits,61287.225,260.1,203.43,72.2,yes
2026-09-04,TRES-5,session_01,TRES-5260904052715.fits,61287.227,260.34,207.95,68.1,yes
2026-09-04,TRES-5,session_01,TRES-5260904053016.fits,61287.229,260.32,205.83,39.8,yes
2026-09-04,TRES-5,session_01,TRES-5260904053315.fits,61287.231,260.39,204.0,33.7,yes
2026-09-04,TRES-5,session_01,TRES-5260904053615.fits,61287.234,258.49,201.26,29.0,yes
2026-09-04,TRES-5,session_01,TRES-5260904053916.fits,61287.236,259.37,201.81,71.5,yes
2026-09-04,TRES-5,session_01,TRES-5260904054215.fits,61287.238,260.52,205.9,64.8,yes
2026-09-04,TRES-5,session_01,TRES-5260904054515.fits,61287.24,262.28,200.93,80.9,yes
2026-09-04,TRES-5,session_01,TRES-5260904054815.fits,61287.242,261.4,202.96,77.6,yes
2026-09-04,TRES-5,session_01,TRES-5260904055116.fits,61287.244,261.15,201.57,64.8,yes
2026-09-04,TRES-5,session_01,TRES-5260904055415.fits,61287.246,261.12,203.25,84.3,yes
2026-09-04,TRES-5,session_01,TRES-5260904055715.fits,61287.248,262.32,202.35,71.5,yes
2026-09-04,TRES-5,session_01,TRES-5260904060015.fits,61287.25,261.28,203.31,82.3,yes
2026-09-04,TRES-5,session_01,TRES-5260904060317.fits,61287.252,263.47,202.2,91.7,yes
2026-09-04,TRES-5,session_01,TRES-5260904060615.fits,61287.254,265.17,201.44,70.1,yes
2026-09-04,TRES-5,session_01,TRES-5260904060916.fits,61287.256,262.4,198.81,83.6,yes
2026-09-04,TRES-5,session_01,TRES-5260904061215.fits,61287.259,263.15,198.74,83.0,yes
2026-09-04,TRES-5,session_01,TRES-5260904061515.fits,61287.261,263.1,198.93,63.4,yes
2026-09-04,TRES-5,session_01,TRES-5260904061816.fits,61287.263,264.38,199.16,95.8,yes
2026-09-04,TRES-5,session_01,TRES-5260904062115.fits,61287.265,266.38,200.83,64.8,yes
2026-09-04,TRES-5,session_01,TRES-5260904062415.fits,61287.267,264.56,198.9,72.8,yes
2026-09-04,TRES-5,session_01,TRES-5260904062715.fits,61287.269,265.52,199.15,62.7,yes
2026-09-04,TRES-5,session_01,TRES-5260904063015.fits,61287.271,268.13,198.44,66.1,yes
2026-09-04,TRES-5,session_01,TRES-5260904063315.fits,61287.273,267.64,197.93,93.8,yes
2026-09-04,TRES-5,session_01,TRES-5260904063615.fits,61287.275,269.41,194.9,85.0,yes
2026-09-04,TRES-5,session_01,TRES-5260904063917.fits,61287.277,267.21,194.29,88.4,yes
2026-09-04,TRES-5,session_01,TRES-5260904064215.fits,61287.279,269.33,195.18,83.0,yes
2026-09-04,TRES-5,session_01,TRES-5260904064515.fits,61287.281,271.17,192.89,94.4,yes
2026-09-04,TRES-5,session_01,TRES-5260904064816.fits,61287.284,269.52,193.56,63.4,yes
2026-09-04,TRES-5,session_01,TRES-5260904065116.fits,61287.286,271.63,192.58,88.4,yes
2026-09-04,TRES-5,session_01,TRES-5260904065416.fits,61287.288,273.55,191.92,108.6,yes
2026-09-04,TRES-5,session_01,TRES-5260904065715.fits,61287.29,274.46,191.42,41.8,yes
2026-09-05,HATP-10,session_01,HATP-10260905084411.fits,61288.364,575.17,251.81,2.5,no
2026-09-05,HATP-10,session_01,HATP-10260905100546.fits,61288.421,586.91,149.67,2.0,no
2026-09-05,HATP-10,session_01,HATP-10260905100915.fits,61288.423,585.54,152.25,1.8,no
2026-09-05,HATP-10,session_01,HATP-10260905101058.fits,61288.424,585.91,151.29,1.6,no
2026-09-05,HATP-10,session_01,HATP-10260905101424.fits,61288.427,585.53,144.54,2.5,no
2026-09-05,HATP-10,session_01,HATP-10260905102304.fits,61288.433,586.23,146.25,2.5,no
2026-09-05,HATP-10,session_01,HATP-10260905102448.fits,61288.434,582.68,147.92,2.5,no
2026-09-05,HATP-10,session_01,HATP-10260905102632.fits,61288.435,582.49,147.76,3.4,no
2026-09-05,HATP-10,session_01,HATP-10260905102817.fits,61288.436,579.7,145.01,3.1,no
2026-09-05,HATP-10,session_01,HATP-10260905103001.fits,61288.438,583.69,143.12,2.0,no
2026-09-05,HATP-10,session_01,HATP-10260905104026.fits,61288.445,579.53,139.13,1.8,no
2026-09-05,HATP-10,session_01,HATP-10260905104215.fits,61288.446,580.4,140.08,1.8,no
2026-09-05,HATP-10,session_01,HATP-10260905104515.fits,61288.448,580.13,141.11,1.8,no
2026-09-05,HATP-10,session_01,HATP-10260905104815.fits,61288.45,578.85,141.4,2.2,no
2026-09-05,HATP-10,session_01,HATP-10260905110015.fits,61288.459,578.5,132.57,2.5,no
2026-09-05,HATP-10,session_01,HATP-10260905110315.fits,61288.461,578.89,134.83,2.0,no
2026-09-05,HATP-10,session_01,HATP-10260905110616.fits,61288.463,574.0,134.75,2.5,no
2026-09-05,HATP-10,session_01,HATP-10260905110916.fits,61288.465,574.48,135.25,2.5,no
2026-09-05,HATP-10,session_01,HATP-10260905111215.fits,61288.467,577.45,134.89,2.2,no
